year,problem,code,title,award_evidence,source_url
2020,B,B20103350031,中国研究生创新实践系列大赛,6 | B | 20103350031 | 一等奖 | 郭亦宗 | 浙江大学 | 冯斌 | 浙江大学 | 杨梓锋 | 浙江大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/B/B20103350031.pdf
2020,B,B20103380015,学 校 浙江理工大学,13 | B | 20103380015 | 一等奖 | 李昂 | 浙江理工大学 | 卜天 | 浙江理工大学 | 林佳佳 | 浙江理工大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/B/B20103380015.pdf
2020,B,B20103580004,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,16 | B | 20103580004 | 一等奖 | 甄宇 | 中国科学技术大学 | 张一波 | 中国科学技术大学 | 程泽坤 | 中国科学技术大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/B/B20103580004.pdf
2020,B,B20104870036,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,5 | B | 20104870036 | 一等奖 | 韩冬 | 华中科技大学 | 李望铭 | 华中科技大学 | 张韵 | 华中科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/B/B20104870036.pdf
2020,B,B20105340008,中国研究生创新实践系列大赛,10 | B | 20105340008 | 一等奖 | 肖勇 | 湖南科技大学 | 肖浩 | 湖南科技大学 | 侯俊杰 | 湖南科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/B/B20105340008.pdf
2020,B,B20106570027,中国研究生创新实践系列大赛,4 | B | 20106570027 | 一等奖 | 李滨 | 贵州大学 | 唐华康 | 贵州大学 | 柳波海 | 贵州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/B/B20106570027.pdf
2020,C,C20102470319,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,6 | C | 20102470319 | 一等奖 | 李英超 | 同济大学 | 赵业成 | 同济大学 | 许艳红 | 同济大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/C/C20102470319.pdf
2020,C,C20102480095,学 校 上海交通大学,1 | C | 20102480095 | 一等奖（数模之星提名） | 眭泽 | 上海交通大学 | 刁丽 | 上海交通大学 | 刘琦 | 上海交通大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/C/C20102480095.pdf
2020,C,C20102520034,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,5 | C | 20102520034 | 一等奖 | 彭臣 | 上海理工大学 | 孙乾宇 | 上海理工大学 | 张汉祖 | 上海理工大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/C/C20102520034.pdf
2020,C,C20102840089,中国研究生创新实践系列大赛中国研究生创新实践系列大赛,4 | C | 20102840089 | 一等奖（数模之星提名） | 梅海强 | 南京大学 | 项祺 | 南京大学 | 袁康 | 南京大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/C/C20102840089.pdf
2020,C,C20102860127,中国研究生创新实践系列大赛,2 | C | 20102860127 | 一等奖 | 李典泽 | 东南大学 | 付银 | 东南大学 | 程鑫 | 东南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/C/C20102860127.pdf
2020,C,C20106980009,中国研究生创新实践系列大赛,9 | C | 20106980009 | 一等奖 | 陈栩栩 | 西安交通大学 | 李珂 | 西安交通大学 | 刘硕 | 西安交通大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/C/C20106980009.pdf
2020,D,D20102470005,中国研究生创新实践系列大赛,9 | D | 20102470005 | 一等奖 | 孟潇 | 同济大学 | 张文娟 | 同济大学 | 王慧慧 | 同济大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/D/D20102470005.pdf
2020,D,D20102690110,中国研究生创新实践系列大赛,5 | D | 20102690110 | 一等奖（数模之星提名） | 纪莉娜 | 华东师范大学 | 刘禹含 | 华东师范大学 | 虞小颖 | 华东师范大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/D/D20102690110.pdf
2020,D,D20102860223,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,8 | D | 20102860223 | 一等奖 | 刘德平 | 东南大学 | 王国标 | 东南大学 | 郑晓义 | 东南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/D/D20102860223.pdf
2020,D,D20107010019,中国研究生创新实践系列大赛,1 | D | 20107010019 | 一等奖 | 吴涛 | 西安电子科技大学 | 刘文慧 | 西安电子科技大学 | 邢卓林 | 西安电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/D/D20107010019.pdf
2020,D,D20910240043,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,4 | D | 20910240043 | 一等奖（数模之星提名） | 吴傲 | 空军工程大学 | 侯岳奇 | 空军工程大学 | 王玉冰 | 空军工程大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/D/D20910240043.pdf
2020,D,D20910240065,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,7 | D | 20910240065 | 一等奖 | 姜龙亭 | 空军工程大学 | 董泽洪 | 空军工程大学 | 王俊迪 | 空军工程大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/D/D20910240065.pdf
2020,E,E20102690219,中国研究生创新实践系列大赛,1 | E | 20102690219 | 一等奖（数模之星提名） | 宋智超 | 华东师范大学 | 刘旗洋 | 华东师范大学 | 季仁杰 | 华东师范大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/E/E20102690219.pdf
2020,E,E20104250114,中国研究生创新实践系列大赛,8 | E | 20104250114 | 一等奖 | 夏文辉 | 中国石油大学（华东） | 陈昱行 | 中国石油大学（华东） | 袁晶贤 | 中国石油大学（华东）,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/E/E20104250114.pdf
2020,E,E20104590039,中国研究生创新实践系列大赛中国研究生创新实践系列大赛,10 | E | 20104590039 | 一等奖 | 张璇 | 郑州大学 | 彭文斌 | 郑州大学 | 刘晓强 | 郑州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/E/E20104590039.pdf
2020,E,E20104590100,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,11 | E | 20104590100 | 一等奖 | 戴浩然 | 郑州大学 | 彭斐琳 | 郑州大学 | 智志洋 | 郑州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/E/E20104590100.pdf
2020,E,E20112870005,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,5 | E | 20112870005 | 一等奖 | 周尧 | 南京审计大学 | 郑洁 | 天津大学 | 侯贵洋 | 中国科学院大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/E/E20112870005.pdf
2020,E,E20114820008,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,6 | E | 20114820008 | 一等奖 | 赵宇峰 | 浙江财经大学 | 吴心思 | 浙江财经大学 | 琚悦琦 | 浙江财经大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/E/E20114820008.pdf
2020,F,F20100070005,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,9 | F | 20100070005 | 一等奖 | 高冠强 | 北京理工大学 | 鲁赛 | 北京理工大学 | 郭苗 | 北京理工大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/F/F20100070005.pdf
2020,F,F20102480125,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,3 | F | 20102480125 | 一等奖 | 郭梦裕 | 上海交通大学 | 霍洋洋 | 上海交通大学 | 胡令矿 | 上海交通大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/F/F20102480125.pdf
2020,F,F20102690221,学 校 华东师范大学,7 | F | 20102690221 | 一等奖 | 郑智杰 | 华东师范大学 | 周嘉铭 | 华东师范大学 | 裴的 | 华东师范大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/F/F20102690221.pdf
2020,F,F20102840100,中国研究生创新实践系列大赛,8 | F | 20102840100 | 一等奖（数模之星提名） | 胡鑫雯 | 南京大学 | 乐盛捷 | 南京大学 | 张贝贝 | 南京大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/F/F20102840100.pdf
2020,F,F20102920009,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,5 | F | 20102920009 | 一等奖 | 巢新 | 常州大学 | 赫焕杰 | 常州大学 | 鲍向阳 | 常州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/F/F20102920009.pdf
2020,F,F20105320023,中国研究生创新实践系列大赛,10 | F | 20105320023 | 一等奖 | 矫舒美 | 湖南大学 | 姚天宇 | 湖南大学 | 龙乙林 | 湖南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2020年优秀论文/F/F20105320023.pdf
2021,A,A21102170024,中国研究生创新实践系列大赛,4 | A | 21102170024 | 一等奖（华为专项奖） | 赵丹丹 | 哈尔滨工程大学 | 肖悦 | 哈尔滨工程大学 | 赵梓君 | 哈尔滨工程大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/A/A21102170024.pdf
2021,A,A21102480004,学 校 上海交通大学,8 | A | 21102480004 | 一等奖（华为专项奖） | 王祎硕 | 上海交通大学 | 赵子恒 | 上海交通大学 | 江宁 | 上海交通大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/A/A21102480004.pdf
2021,A,A21102860059,学 校 东南大学,3 | A | 21102860059 | 一等奖（华为专项奖） | 曹苇杭 | 东南大学 | 丁明远 | 东南大学 | 田宇 | 东南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/A/A21102860059.pdf
2021,A,A21103580003,中国研究生创新实践系列大赛,6 | A | 21103580003 | 一等奖（华为专项奖） | 梁静思 | 中国科学技术大学 | 李喆昊 | 中国科学技术大学 | 王博铖 | 中国科学技术大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/A/A21103580003.pdf
2021,A,A21106140105,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,5 | A | 21106140105 | 一等奖（华为专项奖） | 崔峻豪 | 电子科技大学 | 王宇丰 | 电子科技大学 | 王小颖 | 电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/A/A21106140105.pdf
2021,B,B21100130067,中国研究生创新实践系列大赛,9 | B | 21100130067 | 一等奖 | 曹世翔 | 北京邮电大学 | 刘佳恒 | 北京邮电大学 | 潘航 | 北京邮电大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/B/B21100130067.pdf
2021,B,B21100790043,中国研究生创新实践系列大赛,4 | B | 21100790043 | 一等奖 | 黄寅峰 | 华北电力大学 | 胡江谕 | 华北电力大学 | 贡振华 | 华北电力大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/B/B21100790043.pdf
2021,B,B21102510017,中国研究生创新实践系列大赛,1 | B | 21102510017 | 一等奖（数模之星提名） | 刘艳芳 | 华东理工大学 | 佟雁羚 | 华东理工大学 | 段利均 | 华东理工大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/B/B21102510017.pdf
2021,B,B21102690002,中国研究生创新实践系列大赛,8 | B | 21102690002 | 一等奖 | 王君悦 | 华东师范大学 | 王昭芸 | 华东师范大学 | 黄家祺 | 华东师范大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/B/B21102690002.pdf
2021,B,B21103530001,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,6 | B | 21103530001 | 一等奖 | 黄诗婷 | 浙江工商大学 | 朱静波 | 浙江工商大学 | 傅苏婷 | 浙江工商大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/B/B21103530001.pdf
2021,B,B21107040042,学 校 西安科技大学,7 | B | 21107040042 | 一等奖 | 李金龙 | 西安科技大学 | 丁楠 | 西安科技大学 | 易小虎 | 西安科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/B/B21107040042.pdf
2021,B,B21116640067,中国研究生创新实践系列大赛中国研究生创新实践系列大赛,5 | B | 21116640067 | 一等奖 | 艾宇 | 西安邮电大学 | 杨玉蓉 | 西安邮电大学 | 胥策 | 西安邮电大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/B/B21116640067.pdf
2021,C,C21100560011,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,7 | C | 21100560011 | 一等奖 | 刘志彬 | 天津大学 | 曹靖洺 | 天津大学 | 赵康宁 | 天津大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/C/C21100560011.pdf
2021,C,C21102470060,中国研究生创新实践系列大赛,6 | C | 21102470060 | 一等奖 | 续文龙 | 同济大学 | 吴明春 | 同济大学 | 冯超 | 同济大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/C/C21102470060.pdf
2021,C,C21102920013,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,3 | C | 21102920013 | 一等奖 | 罗雪峰 | 常州大学 | 蔡建明 | 常州大学 | 丁首魁 | 常州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/C/C21102920013.pdf
2021,C,C21102920019,中国研究生创新实践系列大赛中国研究生创新实践系列大赛,5 | C | 21102920019 | 一等奖 | 张勇 | 常州大学 | 刘通 | 常州大学 | 程鑫鑫 | 常州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/C/C21102920019.pdf
2021,C,C21106980211,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,4 | C | 21106980211 | 一等奖 | 赵圆圆 | 西安交通大学 | 王斐童 | 西安交通大学 | 刘康鸿 | 西安交通大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/C/C21106980211.pdf
2021,D,D21101080006,中国研究生创新实践系列大赛中国研究生创新实践系列大赛,5 | D | 21101080006 | 一等奖 | 祝海峰 | 山西大学 | 陈庆辉 | 山西大学 | 孟颖岫 | 山西大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/D/D21101080006.pdf
2021,D,D21102700119,中国研究生创新实践系列大赛,7 | D | 21102700119 | 一等奖 | 陆悦 | 上海师范大学 | 熊斯洁 | 上海师范大学 | 施晨扬 | 上海师范大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/D/D21102700119.pdf
2021,D,D21102980066,中国研究生创新实践系列大赛,4 | D | 21102980066 | 一等奖 | 石泽峰 | 南京林业大学 | 钱伟杰 | 南京林业大学 | 王汉钊 | 南京林业大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/D/D21102980066.pdf
2021,D,D21104860088,学 校 武汉大学,3 | D | 21104860088 | 一等奖 | 陈苗苗 | 武汉大学 | 孙冉 | 武汉大学 | 王继莲 | 武汉大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/D/D21104860088.pdf
2021,D,D21116460003,学 校 宁波大学,6 | D | 21116460003 | 一等奖 | 赵禹萌 | 宁波大学 | 马涛 | 宁波大学 | 叶建明 | 宁波大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/D/D21116460003.pdf
2021,E,E21100030005,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,5 | E | 21100030005 | 一等奖 | 杨朔 | 清华大学 | 郑昕然 | 清华大学 | 阮俊翔 | 清华大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/E/E21100030005.pdf
2021,E,E21103860006,学 校 福州大学,6 | E | 21103860006 | 一等奖 | 谢志强 | 福州大学 | 黄浩阳 | 福州大学 | 施嘉豪 | 福州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/E/E21103860006.pdf
2021,E,E21104080004,学 校 景德镇陶瓷大学,3 | E | 21104080004 | 一等奖 | 肖佳涛 | 景德镇陶瓷大学 | 覃文辉 | 景德镇陶瓷大学 | 程文纺 | 景德镇陶瓷大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/E/E21104080004.pdf
2021,E,E21105330243,学 校 中南大学,7 | E | 21105330243 | 一等奖 | 邹江枫 | 中南大学 | 杨金娜 | 中南大学 | 王辉 | 中南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/E/E21105330243.pdf
2021,E,E21832010024,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,4 | E | 21832010024 | 一等奖 | 徐雅涵 | 中国运载火箭技术研究院 | 黄鑫宇 | 中国运载火箭技术研究院 | 沈财旭 | 哈尔滨工程大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/E/E21832010024.pdf
2021,F,F21102540382,中国研究生创新实践系列大赛,6 | F | 21102540382 | 一等奖 | 姜家乐 | 上海海事大学 | 赵燕 | 上海海事大学 | 董亮 | 上海海事大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/F/F21102540382.pdf
2021,F,F21102870035,中国研究生创新实践系列大赛中国研究生创新实践系列大赛,5 | F | 21102870035 | 一等奖 | 林佳金 | 南京航空航天大学 | 张顺 | 南京航空航天大学 | 凌莉芸 | 南京航空航天大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/F/F21102870035.pdf
2021,F,F21102920005,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,3 | F | 21102920005 | 一等奖 | 陈思炜 | 常州大学 | 许浩 | 常州大学 | 黄宁 | 常州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/F/F21102920005.pdf
2021,F,F21103360050,中国研究生创新实践系列大赛中国研究生创新实践系列大赛,4 | F | 21103360050 | 一等奖 | 吴金涛 | 杭州电子科技大学 | 高天洋 | 杭州电子科技大学 | 陈奇 | 杭州电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/F/F21103360050.pdf
2021,F,F21104870099,中国研究生创新实践系列大赛,7 | F | 21104870099 | 一等奖 | 李淑清 | 华中科技大学 | 孙哲 | 华中科技大学 | 金力 | 华中科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/F/F21104870099.pdf
2021,获数模之星提名奖（12篇）,A21102860073,中国研究生创新实践系列大赛,2 | A | 21102860073 | 一等奖（数模之星提名、华为专项奖） | 凌泰炀 | 东南大学 | 钱缪峰 | 东南大学 | 张逸洋 | 东南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/获数模之星提名奖（12篇）/A21102860073.pdf
2021,获数模之星提名奖（12篇）,A21102910019,中国研究生创新实践系列大赛,1 | A | 21102910019 | 一等奖（数模之星提名、华为专项奖） | 庄清来 | 南京工业大学 | 陆寅 | 南京工业大学 | 许丽凤 | 南京工业大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/获数模之星提名奖（12篇）/A21102910019.pdf
2021,获数模之星提名奖（12篇）,B21105610069,中国研究生创新实践系列大赛,2 | B | 21105610069 | 一等奖（数模之星提名） | 梁允舜 | 华南理工大学 | 黎杰 | 华南理工大学 | 黄泳熙 | 华南理工大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/获数模之星提名奖（12篇）/B21105610069.pdf
2021,获数模之星提名奖（12篇）,B21106990088,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,3 | B | 21106990088 | 一等奖 | 钟瑞国 | 西北工业大学 | 古淳月 | 西北工业大学 | 魏子喭 | 西北工业大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/获数模之星提名奖（12篇）/B21106990088.pdf
2021,获数模之星提名奖（12篇）,C21102860153,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,2 | C | 21102860153 | 一等奖（数模之星提名） | 陈舒琪 | 东南大学 | 杨鹏飞 | 东南大学 | 丁昊 | 东南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/获数模之星提名奖（12篇）/C21102860153.pdf
2021,获数模之星提名奖（12篇）,C21104240047,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,1 | C | 21104240047 | 一等奖（数模之星提名） | 贾晖 | 山东科技大学 | 巩德华 | 山东科技大学 | 王军辉 | 山东科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/获数模之星提名奖（12篇）/C21104240047.pdf
2021,获数模之星提名奖（12篇）,D21102800176,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,2 | D | 21102800176 | 一等奖（数模之星提名） | 顾东洲 | 上海大学 | 俞寅生 | 上海大学 | 刘骁 | 上海大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/获数模之星提名奖（12篇）/D21102800176.pdf
2021,获数模之星提名奖（12篇）,D21103000002,中国研究生创新实践系列大赛,1 | D | 21103000002 | 一等奖（数模之星提名） | 费建伟 | 南京信息工程大学 | 戴昀书 | 南京信息工程大学 | 周文浩 | 南京信息工程大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/获数模之星提名奖（12篇）/D21103000002.pdf
2021,获数模之星提名奖（12篇）,E21103860005,学 校 福州大学,1 | E | 21103860005 | 一等奖（数模之星提名） | 汤婉红 | 福州大学 | 周玮蜜 | 福州大学 | 罗曦 | 福州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/获数模之星提名奖（12篇）/E21103860005.pdf
2021,获数模之星提名奖（12篇）,E21104870136,学 校 华中科技大学,2 | E | 21104870136 | 一等奖（数模之星提名） | 孙晨 | 华中科技大学 | 曹云康 | 华中科技大学 | 刘川 | 华中科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/获数模之星提名奖（12篇）/E21104870136.pdf
2021,获数模之星提名奖（12篇）,F21102480018,中国研究生创新实践系列大赛,1 | F | 21102480018 | 一等奖（数模之星提名） | 范晓宇 | 上海交通大学 | 焦光磊 | 上海交通大学 | 孔郑娇 | 上海交通大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/获数模之星提名奖（12篇）/F21102480018.pdf
2021,获数模之星提名奖（12篇）,F21103560049,中国研究生创新实践系列大赛中国研究生创新实践系列大赛,2 | F | 21103560049 | 一等奖（数模之星提名） | 吴楷文 | 中国计量大学 | 陈晨煜 | 中国计量大学 | 高琪 | 中国计量大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2021年优秀论文/获数模之星提名奖（12篇）/F21103560049.pdf
2022,A,A22100070190,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,4 | A | 22100070190 | 一等奖(华为专项二等奖) | 刘沛尧 | 北京理工大学 | 王凯飞 | 北京理工大学 | 刘嘉琪 | 北京理工大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/A/A22100070190.pdf
2022,A,A22100130054,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,3 | A | 22100130054 | 一等奖(华为专项二等奖) | 冯天晴 | 北京邮电大学 | 刘彦兵 | 北京邮电大学 | 王世杰 | 北京邮电大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/A/A22100130054.pdf
2022,A,A22102460007,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,2 | A | 22102460007 | 一等奖(数模之星提名、华为专项一等奖) | 王樵之 | 复旦大学 | 王晨 | 复旦大学 | 桑博涵 | 复旦大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/A/A22102460007.pdf
2022,A,A22103040090,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,5 | A | 22103040090 | 一等奖(华为专项二等奖) | 刘微雪 | 南通大学 | 黄同辉 | 南通大学 | 章虹晨 | 南通大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/A/A22103040090.pdf
2022,A,A22104860055,中国研究生创新实践系列大赛,1 | A | 22104860055 | 一等奖(数模之星提名、华为专项一等奖) | 易旭憧 | 武汉大学 | 周宇轩 | 武汉大学 | 潘娟霞 | 武汉大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/A/A22104860055.pdf
2022,A,A22107010047,中国研究生创新实践系列大赛,6 | A | 22107010047 | 一等奖(华为专项二等奖) | 汪乐 | 西安电子科技大学 | 杨奥迪 | 西安电子科技大学 | 杨富森 | 西安电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/A/A22107010047.pdf
